priceRange,alcohol,noiseLevel,attire,delivery,parking,waiterService,smoking,outdoorSeating,caters,goodForGroups,goodForKids
$$,none,loud,casual,No,,,,,,Yes,
$,none,,,,lot,,,,,,
$$,full_bar,very_loud,casual,No,garage,Yes,,No,No,No,Yes
$$,full_bar,average,casual,No,lot,,,Yes,Yes,Yes,
$$,full_bar,quiet,casual,No,lot,Yes,,No,No,Yes,
$,none,,,,lot,,,,,,
$,none,,,No,,,,,,Yes,
$,none,,casual,No,lot,No,,Yes,Yes,Yes,
$,none,,,,lot,,,,,,
$$,none,average,casual,Yes,street,Yes,,Yes,Yes,Yes,
$$,full_bar,average,casual,No,lot,No,,Yes,Yes,Yes,Yes
$$,none,,casual,Yes,,,,,,,
$,none,quiet,casual,No,lot,Yes,,Yes,Yes,Yes,
$$,full_bar,average,casual,No,street,,outdoor,No,,Yes,
$$,full_bar,average,casual,No,lot,Yes,yes,Yes,No,Yes,
$$,beer_and_wine,quiet,casual,Yes,lot,,,No,,Yes,
$$,full_bar,loud,,,,,outdoor,Yes,,Yes,
$$,full_bar,quiet,casual,No,lot,No,,No,,Yes,Yes
$$,none,average,casual,Yes,lot,No,,No,Yes,Yes,
$,none,,casual,No,lot,,,No,,Yes,
$,none,average,casual,No,lot,Yes,,Yes,No,Yes,
$$,full_bar,average,casual,No,lot,Yes,outdoor,No,No,Yes,
$,none,,,,lot,,,,,,
$,beer_and_wine,average,casual,No,,No,,No,No,Yes,
$$,none,,,,,,,,,,
$$,full_bar,,,,,Yes,,Yes,,Yes,
$$,none,,,,garage,Yes,,,,,
$$$,full_bar,average,dressy,No,valet,No,no,Yes,No,Yes,No
$$,none,,,,street,No,,,,,
$,full_bar,quiet,casual,Yes,lot,,,No,,Yes,Yes
$,none,average,casual,No,lot,Yes,,Yes,Yes,Yes,
$,none,quiet,casual,No,lot,Yes,,No,No,Yes,
$$,none,,,,lot,,,,,,
$$$,full_bar,average,dressy,No,valet,Yes,,No,No,Yes,
$$,beer_and_wine,average,casual,No,lot,No,,No,Yes,Yes,
$,none,very_loud,casual,No,,Yes,,No,No,Yes,
$$,none,,,,,,,Yes,,,
$,beer_and_wine,average,casual,No,valet,No,,Yes,No,No,
$,none,average,casual,Yes,lot,Yes,,Yes,Yes,Yes,
$$,full_bar,loud,,,street,Yes,no,Yes,,Yes,
$$,full_bar,average,casual,No,lot,No,outdoor,Yes,Yes,Yes,
$,full_bar,average,casual,Yes,lot,No,,No,Yes,Yes,
$,none,average,casual,No,,Yes,,No,No,No,
$$,none,average,casual,No,lot,Yes,,No,No,Yes,
$,none,quiet,casual,No,,Yes,,No,Yes,Yes,
$$$$,full_bar,average,dressy,No,valet,,,No,No,Yes,
$$,none,,,,lot,,,,,,
$,full_bar,,,,lot,,outdoor,No,,Yes,
$,none,,casual,No,,,,No,,Yes,
$$$,full_bar,average,casual,No,lot,Yes,,Yes,No,No,
$$,full_bar,loud,casual,No,lot,Yes,,Yes,No,Yes,
$$,full_bar,quiet,casual,No,,No,,No,,Yes,
$,none,average,casual,No,garage,Yes,,No,,No,
$,none,,casual,No,,,,No,,Yes,
$$,full_bar,average,casual,,,No,,No,,Yes,
$,none,,casual,,,Yes,,,,Yes,
$$,beer_and_wine,average,casual,No,lot,,,Yes,Yes,Yes,
$$,none,,,,street,Yes,,,,,
$,none,,casual,Yes,,Yes,,No,,Yes,
$$,full_bar,,casual,No,lot,Yes,outdoor,Yes,,Yes,
$$,none,,,,lot,,,,,,
$$$,full_bar,quiet,casual,No,lot,No,,No,Yes,Yes,No
$,none,quiet,casual,No,street,Yes,,Yes,No,No,
$$,none,,,,lot,Yes,,,,,
$,none,,casual,No,lot,No,,No,,Yes,
$$,beer_and_wine,average,casual,No,lot,,,No,,Yes,
$,full_bar,average,,,lot,,outdoor,Yes,,Yes,
$,none,,casual,No,,,,,,Yes,
$$,none,average,casual,No,lot,Yes,,No,No,Yes,
$,full_bar,average,casual,Yes,lot,Yes,,Yes,Yes,Yes,
$,none,average,casual,No,street,Yes,,No,No,Yes,Yes
$,none,average,casual,No,lot,,,Yes,Yes,Yes,
$,beer_and_wine,quiet,casual,Yes,,Yes,,No,Yes,Yes,
$,none,average,casual,Yes,street,No,,Yes,No,No,
$,none,average,casual,Yes,lot,Yes,,Yes,Yes,No,
$,none,quiet,casual,No,,Yes,,,Yes,Yes,
$$,full_bar,average,casual,No,lot,Yes,,No,No,Yes,
$$,full_bar,very_loud,casual,No,garage,Yes,no,No,No,Yes,No
$,none,average,casual,Yes,lot,No,,Yes,Yes,Yes,Yes
$,none,,,,lot,,,,,,
$,none,,,,,,,No,,,
$$,full_bar,average,casual,No,lot,Yes,,Yes,No,Yes,
$$$,full_bar,,dressy,No,,No,,No,,Yes,
$$,none,,,,garage,Yes,,,,,
$$,full_bar,average,casual,No,lot,Yes,,Yes,,Yes,
$,full_bar,average,casual,No,lot,Yes,,No,,Yes,
$,none,,,,,,,,,,
$,none,,,,,,,,,,
$$,full_bar,average,dressy,,street,Yes,,No,No,Yes,
$$,beer_and_wine,average,casual,No,,Yes,,Yes,,No,
$,none,average,casual,Yes,street,Yes,,Yes,Yes,Yes,
$,full_bar,loud,,,street,No,yes,No,,Yes,
$,none,,,,lot,,,,,,
$,none,average,casual,No,lot,Yes,,Yes,No,Yes,
$$,none,very_loud,casual,No,lot,No,,Yes,No,Yes,
$$,full_bar,average,,,,,yes,Yes,,Yes,
$,none,average,casual,No,,Yes,,Yes,,Yes,
$$$,full_bar,average,casual,No,garage,Yes,,Yes,,Yes,
$$,full_bar,loud,casual,No,street,Yes,no,No,,Yes,
$$,full_bar,quiet,casual,No,lot,No,,No,,Yes,
$,none,,,,garage,,,,,,
$$,none,average,casual,,street,Yes,,Yes,,Yes,
$,none,average,casual,No,street,Yes,,Yes,No,No,
$$,full_bar,average,casual,Yes,lot,Yes,,No,Yes,Yes,
$,none,loud,casual,No,lot,No,,Yes,No,Yes,
$,none,,,,garage,,,,,,
$,beer_and_wine,quiet,casual,No,,Yes,,Yes,,Yes,
$$,none,,,,lot,,,Yes,,,
$$,beer_and_wine,average,casual,No,lot,Yes,,No,No,Yes,
$,none,quiet,casual,No,lot,Yes,,No,No,Yes,
$$,none,,,,,,,,,,
$$,full_bar,quiet,casual,No,lot,Yes,,No,,Yes,Yes
$,none,average,casual,No,lot,Yes,,Yes,Yes,Yes,
$,none,,,,,,,,,,
$,none,quiet,casual,No,lot,Yes,,Yes,,Yes,
$$$,beer_and_wine,,,,,Yes,outdoor,Yes,,Yes,
$,none,average,casual,No,,Yes,,No,No,No,No
$,full_bar,loud,casual,No,lot,Yes,outdoor,Yes,No,Yes,
$,none,average,casual,No,lot,No,,No,No,Yes,
$$,full_bar,average,casual,No,lot,Yes,,No,Yes,Yes,
$,beer_and_wine,average,casual,No,lot,Yes,,Yes,Yes,Yes,
$,none,quiet,casual,No,,Yes,,Yes,No,Yes,
$$$,full_bar,average,dressy,,,,outdoor,Yes,,Yes,
$,none,average,casual,Yes,,Yes,,Yes,Yes,Yes,
$,none,,,,,,,,,,
$$,none,,casual,No,,,no,No,,Yes,
$,none,,,,,,,No,,,
$$,full_bar,loud,casual,No,street,Yes,,Yes,No,Yes,
$$$,full_bar,quiet,dressy,No,lot,Yes,,Yes,,Yes,
$,none,,,,lot,,,,,,
$,none,average,casual,No,,Yes,,No,No,Yes,
$$$,none,,,,,,,,,,
$$$,full_bar,average,dressy,No,lot,Yes,no,Yes,Yes,Yes,
$,none,average,casual,No,street,Yes,,Yes,,Yes,
$,none,average,casual,No,street,Yes,,No,Yes,Yes,
$,none,,,,lot,,,,,,
$,none,average,casual,No,lot,Yes,,No,Yes,Yes,
$,none,,,,street,,,,,,
$,none,average,casual,No,,Yes,,No,No,Yes,
$,none,average,casual,No,lot,Yes,,No,Yes,Yes,
$$,full_bar,quiet,casual,Yes,street,Yes,,No,Yes,Yes,
$$$,full_bar,average,dressy,No,garage,Yes,,No,No,Yes,
$$,none,,,,,,,Yes,,,
$,none,average,casual,No,,Yes,,No,No,Yes,
$$,full_bar,average,casual,No,,Yes,,Yes,Yes,Yes,
$$$$,full_bar,quiet,dressy,No,valet,Yes,,No,No,Yes,
$$,none,,,,,,,,,,
$$,full_bar,average,casual,No,lot,Yes,,No,Yes,Yes,
$$,none,,,,valet,,,,,,
$,none,quiet,casual,No,street,Yes,,No,Yes,Yes,
$,none,average,casual,No,,Yes,,Yes,Yes,Yes,
$$,none,average,casual,,,,,No,,Yes,
$$,full_bar,average,casual,No,lot,Yes,,Yes,Yes,Yes,
$$,none,loud,casual,,,,,No,,Yes,
$,none,,,,,,,,,,
$$$,none,,,,,,,,,,
$,none,,casual,No,,,,No,,Yes,
$$,none,,,,garage,,,No,,,
$,none,average,casual,Yes,lot,Yes,,No,Yes,Yes,
$$,none,,,,lot,,,,,,
$$,full_bar,average,casual,No,lot,No,no,No,No,Yes,
$,full_bar,average,,,lot,,yes,No,,Yes,
$,none,,,,street,,,,,,
$,none,average,casual,Yes,lot,Yes,,No,Yes,Yes,
$$$,none,average,dressy,No,,Yes,,No,No,Yes,
$$,none,average,casual,Yes,lot,Yes,,No,Yes,Yes,
$,none,,,,,Yes,,,,,
$$,none,,casual,No,,,,No,,Yes,
$$,beer_and_wine,very_loud,casual,No,garage,Yes,no,No,No,Yes,Yes
$$,full_bar,average,casual,No,street,Yes,outdoor,Yes,No,Yes,
$,none,,,,,,,,,,
$$,none,,,,,,,Yes,,,
$,none,,,,street,,,Yes,,,
$$,none,,,,street,,,No,,,
$$$,full_bar,average,dressy,No,lot,Yes,,No,No,Yes,No
$,none,average,casual,No,,Yes,,Yes,No,No,
$$,none,,,,,,,,,,
$,none,loud,casual,No,,Yes,,No,No,Yes,
$,none,,,,street,,,,,,
$$,none,,casual,No,,No,,No,,No,
$$,full_bar,average,casual,No,,No,yes,No,No,Yes,
$,none,very_loud,casual,No,lot,No,,No,,Yes,
$,none,,,,street,,,,,,
$,none,average,casual,No,lot,No,,Yes,Yes,Yes,Yes
$$,none,,,,,,,,,,
$$$,full_bar,very_loud,dressy,No,,,,Yes,,Yes,
$,none,average,casual,Yes,,No,,Yes,,Yes,
$$,none,,,,garage,,,,,,
$$$,full_bar,average,casual,No,,Yes,,Yes,Yes,Yes,
$,beer_and_wine,average,casual,Yes,lot,,,No,Yes,Yes,
$$,none,loud,casual,No,,No,,Yes,No,Yes,
$,none,average,casual,Yes,,,,No,,No,
$$,full_bar,average,casual,No,street,Yes,,No,No,Yes,
$,none,average,casual,No,lot,No,,No,Yes,Yes,
$,none,,,,,,,,,,
$$,full_bar,average,casual,No,lot,No,,No,Yes,Yes,Yes
$,none,average,casual,No,lot,Yes,,No,No,Yes,
$$,beer_and_wine,average,casual,Yes,street,Yes,,No,No,Yes,
$$,full_bar,average,,,street,,outdoor,Yes,,Yes,
$$,none,average,casual,No,lot,,,Yes,No,Yes,
$,none,average,casual,No,,Yes,,No,Yes,Yes,
$,none,average,casual,No,,,,No,,Yes,
$$,full_bar,quiet,casual,No,lot,No,,No,No,Yes,
$$,full_bar,average,casual,No,lot,Yes,yes,No,No,Yes,
$$,none,,,,lot,,,,,,
$,none,,casual,No,lot,,,,,,
$$,full_bar,average,casual,,lot,,,Yes,,Yes,
$$,full_bar,average,casual,No,lot,Yes,outdoor,Yes,No,Yes,
$,none,average,casual,Yes,,Yes,,Yes,Yes,Yes,
$,none,average,casual,No,lot,No,,No,No,Yes,
$$,full_bar,average,casual,No,lot,No,outdoor,Yes,,Yes,
$,none,quiet,casual,No,lot,Yes,,Yes,No,Yes,
$,none,average,casual,No,street,No,,No,Yes,Yes,
$$$,none,,,,,,,,,,
$,none,,,No,lot,,,,,,
$,none,average,casual,No,,No,,Yes,No,Yes,
$,none,average,casual,No,lot,Yes,,Yes,No,Yes,
$$,none,,,,lot,,,,,,
$$,full_bar,average,casual,Yes,street,Yes,,Yes,,No,
$,full_bar,loud,casual,No,lot,Yes,outdoor,No,No,Yes,
$,none,average,casual,No,lot,Yes,,Yes,No,Yes,Yes
$$,full_bar,average,casual,No,lot,Yes,,Yes,Yes,Yes,Yes
$$,full_bar,quiet,casual,No,,Yes,,No,,Yes,
$,none,,,,lot,Yes,,,,,
$$,beer_and_wine,quiet,casual,No,,Yes,,No,,Yes,
$,none,quiet,casual,No,lot,Yes,,No,No,Yes,
$$,beer_and_wine,average,casual,No,garage,Yes,,Yes,No,Yes,
$$,beer_and_wine,average,casual,No,street,Yes,,No,No,Yes,
$,beer_and_wine,average,casual,No,lot,Yes,,Yes,No,Yes,
$$,none,loud,casual,No,,No,,No,No,Yes,
$,none,quiet,casual,Yes,,No,,Yes,Yes,No,
$,full_bar,quiet,,,,,no,No,,,
$$,full_bar,quiet,casual,No,,,outdoor,Yes,,Yes,
$,beer_and_wine,average,,,lot,,,No,,Yes,
$$,full_bar,average,casual,No,lot,No,,Yes,Yes,Yes,
$$,none,,,,lot,Yes,,,,,
$,none,,casual,No,,,,No,,Yes,
$,none,,casual,Yes,,No,,Yes,,Yes,
$$$,none,very_loud,,,,Yes,,,,No,
$,full_bar,loud,,,street,Yes,yes,Yes,,Yes,
$$,beer_and_wine,,casual,Yes,lot,Yes,,No,,Yes,
$,full_bar,average,,,,,outdoor,Yes,,Yes,
$$,none,average,casual,Yes,lot,No,,No,,Yes,
$,beer_and_wine,average,casual,No,lot,Yes,,No,No,Yes,
$,none,loud,casual,No,,No,,No,,Yes,
$,none,quiet,casual,Yes,,No,,No,No,Yes,
$$,beer_and_wine,average,casual,No,lot,Yes,,No,Yes,Yes,
$$,beer_and_wine,quiet,casual,Yes,lot,Yes,,No,Yes,Yes,
$$$,full_bar,,casual,No,,Yes,,Yes,,Yes,
$,full_bar,very_loud,casual,No,lot,Yes,yes,No,No,Yes,Yes
$,none,average,casual,No,lot,Yes,,No,Yes,Yes,
$$,beer_and_wine,loud,casual,No,lot,Yes,,No,No,Yes,
$$,full_bar,average,casual,No,,No,,No,No,Yes,
$$,beer_and_wine,quiet,casual,No,lot,No,,No,Yes,Yes,
$$,full_bar,average,casual,No,street,Yes,,Yes,Yes,Yes,
$,none,loud,casual,No,garage,Yes,,No,No,No,
$,none,,casual,No,lot,,,Yes,,,
$$$,none,,,,,Yes,,No,,,
$$,beer_and_wine,,casual,Yes,,,,No,,Yes,
$,none,,,,garage,,,,,,
$$,full_bar,average,casual,No,lot,Yes,,Yes,No,Yes,
$$,none,average,casual,Yes,lot,No,,Yes,Yes,No,
$$,beer_and_wine,quiet,casual,Yes,lot,Yes,,No,Yes,Yes,
$,beer_and_wine,average,casual,Yes,lot,,,Yes,No,No,
$$,full_bar,average,casual,No,,Yes,,Yes,,Yes,
$$,none,average,casual,No,lot,Yes,,No,Yes,Yes,Yes
$$,beer_and_wine,average,casual,No,street,Yes,,Yes,Yes,Yes,Yes
$,none,average,casual,No,,Yes,,No,No,Yes,Yes
$,none,average,casual,Yes,lot,Yes,,No,Yes,Yes,
$$,none,,,,lot,Yes,,,,,
$$,none,average,,,,,,,,Yes,
$$,none,quiet,casual,Yes,lot,Yes,,No,No,No,No
$,none,quiet,casual,No,lot,Yes,,Yes,No,Yes,
$,none,average,casual,No,,Yes,,No,Yes,Yes,
$$,none,,,,lot,,,,,,
$,none,average,casual,No,lot,Yes,,Yes,No,Yes,
$,none,quiet,casual,No,lot,No,,No,,Yes,
$$$,full_bar,,,,,No,,Yes,,Yes,
$$,none,average,casual,Yes,lot,Yes,,Yes,Yes,Yes,
$$$$,full_bar,quiet,dressy,No,valet,Yes,,No,No,Yes,No
$,beer_and_wine,,casual,No,street,,,Yes,,Yes,
$$,full_bar,loud,,,street,,no,No,,Yes,
$$,none,quiet,casual,Yes,,,,,,Yes,
$$,full_bar,loud,,,street,,outdoor,Yes,,Yes,
$$$$,none,loud,dressy,No,,,,No,,Yes,
$,none,average,casual,No,lot,No,,Yes,No,Yes,
$,none,average,casual,Yes,garage,No,,No,Yes,Yes,
$,none,average,casual,No,,Yes,,No,,Yes,
$$,full_bar,quiet,casual,No,garage,No,,Yes,,Yes,
$$$,full_bar,very_loud,,,street,Yes,outdoor,No,,Yes,
$,none,,,,lot,Yes,,,,,
$$$,none,,,,garage,,,,,,
$$,full_bar,loud,casual,No,,No,,No,,Yes,
$$,none,average,casual,No,lot,No,,No,Yes,No,
$$,full_bar,loud,,,,No,yes,No,,Yes,
$,none,quiet,casual,No,,,,No,Yes,Yes,
$$,none,,,,,,,,,,
$,none,quiet,casual,No,street,No,,Yes,No,Yes,
$$,none,average,casual,No,,Yes,,No,No,No,
$$,full_bar,very_loud,,,garage,,yes,Yes,,Yes,
$$,full_bar,average,casual,No,street,Yes,,No,Yes,Yes,
$,none,very_loud,casual,No,,No,,,No,Yes,
$,none,quiet,casual,Yes,lot,Yes,,No,No,Yes,
$,none,average,casual,No,,Yes,,Yes,No,Yes,
$,beer_and_wine,quiet,casual,Yes,lot,No,,No,Yes,Yes,
$,none,,,,street,,,No,,,
$,beer_and_wine,average,casual,Yes,street,No,,No,Yes,Yes,
$$,full_bar,average,casual,No,lot,,no,No,No,No,No
$$,beer_and_wine,average,casual,No,lot,Yes,,Yes,Yes,Yes,
$,none,average,casual,Yes,lot,Yes,,Yes,Yes,Yes,
$,full_bar,quiet,casual,No,,,,No,,Yes,
$,none,,casual,Yes,lot,No,,No,,Yes,
$,full_bar,,,,,,outdoor,Yes,,Yes,
$,none,average,casual,No,lot,No,,No,No,Yes,
$,none,average,casual,Yes,lot,Yes,,No,Yes,Yes,
$,none,average,casual,No,,Yes,,No,Yes,Yes,
$$,none,,,,lot,,,,,,
$$,none,average,casual,No,street,Yes,,No,,Yes,
$,none,,,,lot,,,Yes,,,
$$,full_bar,,dressy,No,,,,No,,Yes,
$$,none,average,casual,No,lot,,,No,,Yes,
$$,full_bar,quiet,casual,No,garage,Yes,,Yes,Yes,No,
$,none,average,casual,No,lot,Yes,,No,Yes,Yes,
$$,none,average,casual,Yes,lot,Yes,,No,No,Yes,
$$,beer_and_wine,quiet,casual,No,,,,No,,Yes,
$$,none,,,,street,,,,,,
$,none,average,casual,No,street,No,,No,,Yes,
$$,none,average,casual,Yes,lot,Yes,,No,Yes,Yes,
$$$,full_bar,quiet,dressy,No,garage,No,,No,No,Yes,
$$$,full_bar,average,,,lot,Yes,,Yes,,Yes,
$,none,average,casual,No,lot,Yes,,No,Yes,Yes,
$$,full_bar,,casual,No,lot,No,,Yes,Yes,Yes,
$$,beer_and_wine,average,casual,No,lot,No,,Yes,,Yes,
$,none,average,casual,No,lot,Yes,,Yes,Yes,Yes,
$$,full_bar,average,casual,No,lot,No,no,No,No,Yes,
$,none,average,casual,No,,Yes,,No,,Yes,Yes
$,none,,,,,Yes,,,,,
$$,full_bar,average,casual,No,lot,No,,Yes,Yes,Yes,
$,none,average,casual,No,,Yes,,Yes,Yes,Yes,
$,none,,casual,No,,Yes,,Yes,No,Yes,
$,beer_and_wine,average,casual,No,lot,Yes,,No,No,Yes,
$$,beer_and_wine,average,casual,No,lot,No,,No,Yes,Yes,Yes
$$,full_bar,quiet,casual,No,lot,Yes,,No,Yes,Yes,
$,none,quiet,casual,No,,,,Yes,Yes,No,
$,none,quiet,casual,Yes,lot,Yes,,No,Yes,No,
$$,full_bar,average,casual,No,lot,Yes,,Yes,Yes,Yes,Yes
$$,full_bar,average,casual,No,garage,Yes,outdoor,Yes,No,Yes,
$,none,quiet,casual,No,,No,,No,No,Yes,
$,none,,casual,No,lot,No,,No,,Yes,Yes
$$,full_bar,average,casual,No,garage,No,,Yes,Yes,Yes,Yes
$,full_bar,loud,casual,No,,No,,,,Yes,
$,none,average,casual,No,,Yes,,No,No,Yes,Yes
$,none,,,,garage,,,,,,
$,none,,,,,,,Yes,,,
$$,full_bar,average,casual,No,lot,No,,No,No,Yes,No
$,none,quiet,casual,No,,Yes,,No,,No,
$$,full_bar,average,casual,Yes,lot,Yes,,No,Yes,Yes,No
$,none,average,casual,No,lot,Yes,,Yes,No,Yes,Yes
$$,beer_and_wine,average,casual,No,garage,Yes,,No,No,Yes,Yes
$$,none,average,casual,No,lot,No,,No,,Yes,
$$,beer_and_wine,average,casual,No,lot,,,No,No,Yes,
$,none,,,,lot,Yes,,,,,
$,none,,casual,No,,No,,Yes,No,Yes,
$,none,average,casual,No,,No,,No,Yes,Yes,
$$,none,,,,lot,Yes,,,,,
$$,none,average,casual,Yes,lot,No,,Yes,Yes,Yes,
$,none,average,casual,No,lot,Yes,,No,No,No,Yes
$$,full_bar,average,casual,No,street,Yes,,Yes,,Yes,
$$,full_bar,average,casual,No,,Yes,outdoor,Yes,Yes,Yes,
$$,none,average,casual,No,lot,No,,Yes,No,Yes,
$$,full_bar,average,casual,No,valet,Yes,,Yes,,Yes,
$$,full_bar,average,,,,No,,Yes,,Yes,
$,none,,casual,,,,,,,,
$,none,average,casual,No,,Yes,,Yes,No,Yes,
$,none,,,,,,,,,,
$,beer_and_wine,average,casual,No,lot,No,,No,No,Yes,
$,none,average,casual,No,lot,No,,No,Yes,Yes,
$$,full_bar,loud,casual,No,,No,,No,No,No,
$$$$,none,quiet,casual,Yes,,,,,,Yes,
$$,full_bar,average,casual,No,garage,Yes,,Yes,Yes,Yes,
$$,full_bar,average,casual,No,lot,Yes,outdoor,Yes,Yes,Yes,
$$,full_bar,,casual,No,,,no,,,Yes,
$,none,average,casual,Yes,,No,,No,Yes,Yes,
$,none,quiet,casual,No,,Yes,,No,,No,
$,none,average,casual,No,lot,No,,No,No,Yes,
$$,none,,,,street,,,,,,
$,full_bar,average,,,lot,,outdoor,Yes,,Yes,
$$,none,,,,lot,,,,,,
$$$,full_bar,average,casual,No,street,Yes,,No,No,Yes,
$,none,,casual,No,street,Yes,,No,,No,
$$,none,average,casual,Yes,,No,,No,No,Yes,
$,full_bar,,casual,No,street,,no,No,,Yes,
$$,beer_and_wine,quiet,casual,No,,,,No,,Yes,
$$,none,quiet,casual,,lot,Yes,,,,Yes,
$$,beer_and_wine,average,casual,Yes,lot,No,,Yes,Yes,Yes,
$,none,quiet,casual,No,lot,Yes,,No,No,Yes,
$,none,very_loud,casual,No,lot,No,,No,No,Yes,
$,none,,,,street,,,,,,
$$,full_bar,quiet,casual,No,lot,No,,Yes,No,Yes,
$,none,average,casual,No,lot,Yes,,Yes,Yes,Yes,
$$$,full_bar,average,dressy,No,valet,No,,No,No,Yes,
$$,none,average,casual,No,,Yes,,No,,Yes,
$,none,average,casual,No,,No,,No,No,Yes,
$$,full_bar,very_loud,,,lot,Yes,outdoor,No,,Yes,
$$$,none,,casual,No,,,,No,,Yes,
$$,none,average,casual,No,lot,Yes,,No,No,Yes,
$$$$,full_bar,average,dressy,No,valet,Yes,,Yes,No,Yes,No
$$,none,,,,garage,,,,,,
$,none,average,casual,No,lot,No,,No,No,Yes,
$$,none,,,,street,Yes,,,,,
$$$,none,,,,,,,,,,
$,none,,,,lot,,outdoor,Yes,,,
$,none,average,casual,No,,Yes,,No,,Yes,
$$,none,,,,,,,Yes,,,
$$,full_bar,loud,casual,No,,Yes,,No,No,Yes,
$$,none,,,,,,,,,,
$,none,quiet,casual,,,Yes,,No,,No,
$,none,,casual,No,,Yes,,Yes,,Yes,
$$,full_bar,average,casual,Yes,lot,Yes,yes,Yes,Yes,Yes,
$$,none,average,casual,No,,No,,No,Yes,Yes,
$$,none,,,,street,,,No,,,
$$,full_bar,very_loud,casual,No,lot,Yes,no,Yes,No,Yes,
$$,none,average,casual,No,,Yes,,,,Yes,
$,none,,formal,No,,Yes,,No,No,,
$$,full_bar,average,casual,Yes,lot,Yes,,Yes,Yes,Yes,
$$$,full_bar,average,dressy,No,valet,No,,No,No,Yes,
$,none,average,casual,No,lot,No,,Yes,No,Yes,Yes
$$,full_bar,loud,casual,No,street,Yes,,No,No,Yes,
$,none,loud,casual,Yes,,No,,Yes,Yes,Yes,
$,none,average,casual,No,street,Yes,,No,Yes,Yes,
$$,none,,,,lot,,,,,,
$$,none,loud,casual,No,,Yes,,Yes,No,Yes,
$$$,none,quiet,casual,No,street,Yes,,Yes,No,Yes,
$,none,quiet,casual,Yes,,,,No,Yes,Yes,
$,none,,,,street,,,,,,
$$$,full_bar,quiet,casual,No,garage,,,Yes,No,No,
$,none,quiet,casual,Yes,lot,Yes,,No,Yes,Yes,
$,none,average,casual,,,No,,Yes,,Yes,
$,none,,,,lot,,,,,,
$$,beer_and_wine,,casual,No,lot,Yes,,No,,Yes,
$$,none,average,casual,No,lot,No,,No,No,Yes,
$,none,,,,lot,Yes,,Yes,,,
$$,beer_and_wine,average,casual,No,lot,No,,No,Yes,Yes,
$$,full_bar,average,casual,No,lot,Yes,,Yes,Yes,Yes,Yes
$,full_bar,average,,,lot,,no,No,,Yes,
$$,none,,,,,,,,,,
$$,full_bar,average,casual,No,lot,Yes,,Yes,Yes,Yes,
$,none,,,,,,,No,,,
$$,full_bar,average,casual,No,valet,No,,Yes,Yes,Yes,Yes
$,none,,casual,No,,Yes,,Yes,,Yes,
$,full_bar,average,,,lot,,yes,No,,Yes,
$$,none,,,,,,,,,,
$$,none,,,No,,Yes,,No,,,
$$,full_bar,average,casual,No,,,,No,Yes,Yes,
$,none,average,casual,No,lot,Yes,,Yes,No,No,Yes
$,beer_and_wine,average,casual,No,,No,,Yes,Yes,Yes,
$,none,,,,garage,,,,,,
$$,full_bar,average,casual,No,lot,Yes,outdoor,Yes,Yes,Yes,
$,none,average,casual,No,lot,No,,No,No,Yes,
$$,beer_and_wine,average,casual,No,,Yes,,No,,Yes,
$$,none,quiet,casual,Yes,,No,,No,Yes,Yes,
$$,full_bar,loud,,,valet,No,yes,No,,Yes,
$,none,,casual,No,,,,,,Yes,
$$,none,very_loud,casual,Yes,lot,Yes,,No,No,Yes,
$$,full_bar,average,casual,No,,Yes,,No,No,Yes,
$,none,,,,lot,,,,,,
$$,full_bar,loud,casual,No,lot,No,,Yes,Yes,Yes,
$$,full_bar,average,casual,No,street,Yes,no,Yes,,Yes,
$$,none,average,casual,Yes,lot,No,,No,Yes,No,
$,none,,,,lot,,,Yes,,,
$,none,average,casual,Yes,lot,No,,Yes,,No,
$$,full_bar,average,casual,No,lot,Yes,,No,Yes,Yes,Yes
$,full_bar,quiet,casual,No,,Yes,,Yes,No,Yes,
$$,none,,casual,No,,,,No,,Yes,
$,beer_and_wine,average,casual,Yes,lot,,,No,,Yes,
$,full_bar,very_loud,casual,No,lot,No,,Yes,,Yes,
$,none,loud,dressy,Yes,,,,No,Yes,Yes,
$,none,,,,lot,,,,,,
$$,none,,,,,,,No,,,
$$,none,,,No,,,,,,Yes,
$$,full_bar,average,casual,No,street,Yes,no,Yes,Yes,Yes,
$,none,quiet,casual,No,,No,,Yes,,Yes,
$$,full_bar,quiet,casual,No,lot,No,no,Yes,Yes,Yes,
$,none,,,No,lot,,,,,,
$,none,average,casual,No,lot,Yes,,Yes,No,Yes,
$,none,,,,lot,,,Yes,,,
$,none,average,casual,No,lot,Yes,,Yes,Yes,No,
$$,full_bar,average,casual,No,street,Yes,no,No,No,Yes,
$$,none,quiet,casual,No,,No,,No,Yes,Yes,
$,none,average,casual,No,lot,No,,No,No,No,
$,none,average,casual,No,,,,No,No,Yes,
$,none,average,casual,No,,,,No,Yes,No,
$$,full_bar,average,casual,No,lot,Yes,,No,No,Yes,
$,none,average,casual,No,lot,Yes,,Yes,No,Yes,Yes
$$,full_bar,average,casual,Yes,lot,No,,Yes,Yes,Yes,
$,none,quiet,casual,Yes,lot,No,,No,Yes,No,
$$,none,,casual,No,,No,,No,,Yes,
$,none,,,,,,,,,,
$,none,quiet,casual,,,No,,No,,Yes,
$,none,,,,lot,,,Yes,,,
$$,none,average,casual,No,street,Yes,,Yes,,Yes,
$$,none,average,casual,No,lot,No,,No,No,Yes,
